QID,Labels,Frequency,Linked,Lemma,WN Description,Manual Review Section,Accept,Not an occupation,Notes,Correct Wikidata
http://www.wikidata.org/entity/Q2944360,"centenarian, person aged 100+, centenarians",37,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09923661-n,centenarian,someone who is at least 100 years old,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1650716,"doorkeeper, porter, doorman",37,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10046278-n,"gatekeeper, ostiary, hall porter, door guard, doorkeeper, doorman, porter",someone who guards an entrance,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ619896,"Catholicos, catholicoi, catholicos",37,https://en-word.net/id/oewn-09921239-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1433533,"reader, lector",37,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10272051-n,"reader, lector",someone who reads the lessons in a church service; someone ordained in a minor order of the Roman Catholic Church,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ673633,"comptroller, financial controller",37,https://en-word.net/id/oewn-09780826-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1136290,Dragoman,36,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10049154-n,dragoman,an interpreter and guide in the Near East; in the Ottoman Empire in the 18th and 19th centuries a translator of European languages for the Turkish and Arab authorities and most dragomans were Greek (many reached high positions in the government),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q22687,"bank, financial institution",36,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08437235-n,"bank, banking company, banking concern, depository financial institution",a financial institution that accepts deposits and channels the money into lending activities; he cashed a check at the bank; that bank holds the mortgage on my home,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1075791,"cup-bearer, échanson, cupbearer",36,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10002583-n,cupbearer,the attendant (usually an officer of a nobleman's household) whose duty is to fill and serve cups of wine,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q13472752,"valet, valet boy",35,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10765000-n,"man, gentleman, gentleman's gentleman, valet, valet de chambre",a manservant who acts as a personal attendant to his employer; Jeeves was Bertie Wooster's man,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ2234405,adjudicator,35,https://en-word.net/id/oewn-09789059-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q327591,"independent politician, nonpartisan politician, independent member",35,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10357201-n,"independent, fencesitter, mugwump",a neutral or uncommitted person (especially in politics),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ913404,"Doctor of Medicine, Medical doctor, M.D.",35,https://en-word.net/id/oewn-06716084-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q22932,"count palatine, Palatine lord, Comes Palatinus",34,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09988905-n,count palatine,a count who exercised royal authority in his own domain,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q845929,"pretender, pretenders",33,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10489564-n,Pretender,a claimant to the throne or to the office of ruler (usually without just title),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1056310,"subdeacon, hypodeacon",33,https://en-word.net/id/oewn-10687463-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q131572,"refugee, refugees, refugeedom",33,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10535609-n,refugee,an exile who flees for safety,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3290825,"churchwarden, church warden, church-warden",33,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09942117-n,churchwarden,an officer in the Episcopal church who helps a parish priest with secular matters,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q779458,ascetic,32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09777504-n,"abstainer, ascetic",someone who practices self denial as a spiritual discipline,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q691167,"claims adjuster, adjuster of claims, claim adjuster",32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09789352-n,"adjuster, adjustor, claim agent, claims adjuster, claims adjustor",one who investigates insurance claims or claims for damages and recommends an effective settlement,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q868069,"tenant farmer, crofter",32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10720489-n,tenant farmer,a farmer who works land owned by someone else,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q5133860,clinician,32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09949035-n,clinician,a practitioner (of medicine or psychology) who does clinical work instead of laboratory experiments,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q814356,"call girl, escort",32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09908517-n,call girl,a female prostitute who can be hired by telephone,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1127270,"deputy chairperson, Deputy Chairman of the Board, vice chairman",32,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10770579-n,vice chairman,one ranking below or serving in the place of a chairman,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1934938,"military advisor, combat advisor, military adviser",31,https://en-word.net/id/oewn-10335822-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q180095,"tyrant, tyrants",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10755364-n,tyrant,"in ancient Greece, a ruler who had seized power without legal right to it",manual_review_gf.csv,FALSE,FALSE,oewn-10754955-n,
http://www.wikidata.org/entity/Q833899,"butler, butler boy, manservant",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09903961-n,"butler, pantryman",a manservant (usually the head servant of a household) who has charge of wines and the table,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q637934,brakeman,31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09892601-n,brakeman,a railroad employee responsible for a train's brakes,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q595071,"nurse practitioner, nurse practitioners, NP",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10387518-n,"NP, nurse clinician, nurse practitioner",a registered nurse who has received special training and can perform many of the duties of a physician,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1722406,receptionist,31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10530662-n,receptionist,a secretary whose main duty is to answer the telephone and receive visitors,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q10855106,"appraiser, property appraiser, property assessor",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09821473-n,"appraiser, valuator",one who estimates officially the worth or value or quality of things,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q10855106,"appraiser, property appraiser, property assessor",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09821662-n,"appraiser, authenticator",one who determines authenticity (as of works of art) or who guarantees validity,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1150166,"facilitator, coach",31,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10095481-n,facilitator,someone who makes progress easier,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q855855,"page, page boy",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10411115-n,"page, pageboy",a boy who is employed to run errands,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q162244,"hero, heroine, good guy",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10192757-n,hero,(classical mythology) a being of great strength and courage celebrated for bold exploits; often the offspring of a mortal and a god,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q162244,"hero, heroine, good guy",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10344679-n,hero,a person distinguished by exceptional courage and nobility and strength; RAF pilots were the heroes of the Battle of Britain,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q207293,"crown prince, crown princess",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10000622-n,crown prince,a male heir apparent to a throne,manual_review_babel.csv,FALSE,FALSE,Narrower,
http://www.wikidata.org/entity/Q207293,"crown prince, crown princess",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10000713-n,crown princess,a female heir apparent to a throne,manual_review_gf.csv,FALSE,FALSE,Narrower,
http://www.wikidata.org/entity/Q165580,"anabaptism, Anabaptist, anabaptist",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06241948-n,Anabaptism,"a Protestant movement in the 16th century that believed in the primacy of the Bible, baptised only believers, not infants, and believed in complete separation of church and state",manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1851760,"victim, victims",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10771761-n,victim,an unfortunate person who suffers from some adverse circumstance,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1762621,"vendor, supplier, seller",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10696710-n,"supplier, provider",someone whose business is to supply a particular service or commodity,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1473046,"teamster, carter",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09917366-n,carter,someone whose work is driving carts,manual_review_gf.csv,FALSE,FALSE,Merge,
http://www.wikidata.org/entity/Q1473046,"teamster, carter",30,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10714829-n,teamster,the driver of a team of horses doing hauling,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1958442,millwright,29,https://en-word.net/id/oewn-10338344-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q6528049,"public defender, free attorney",29,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10510142-n,public defender,a lawyer who represents indigent defendants at public expense,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q561457,"carrier, common carrier, public carrier",28,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08074469-n,"carrier, common carrier",a person or firm in the business of transporting people or goods or messages,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q561457,"carrier, common carrier, public carrier",28,https://en-word.net/id/oewn-https://en-word.net/id/oewn-02973345-n,carrier,a rack attached to a vehicle; for carrying luggage or skis or the like,manual_review_gf.csv,FALSE,FALSE,Wrong,
http://www.wikidata.org/entity/Q220695,wholesale,28,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01116756-n,wholesale,the selling of goods to merchants; usually in large quantities for resale to consumers,manual_review_multi.csv,TRUE,TRUE,Not an occupation ,https://www.wikidata.org/wiki/Q12310153
http://www.wikidata.org/entity/Q6901699,"monologist, monologuist",28,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10348748-n,monologist,an entertainer who performs alone,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q874894,window dresser,28,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10802916-n,"window dresser, window trimmer",someone who decorates shop windows,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q214970,"virtuoso, virtuosos, virtuosa",27,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10775180-n,virtuoso,a musician who is a consummate master of technique and artistry,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2324479,speaker,27,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10649550-n,"speaker, talker, utterer, verbaliser, verbalizer",someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous); the speaker at commencement; an utterer of useful maxims,manual_review_gf.csv,TRUE,FALSE,Wikidata wrong? ,
http://www.wikidata.org/entity/Q653368,"district attorney, DA, District Attorney",27,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10038797-n,"DA, district attorney",an official prosecutor for a judicial district,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q309,history,26,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06166450-n,history,all that is remembered of the past as preserved in writing; a body of knowledge; the dawn of recorded history; from the beginning of history,manual_review_gf.csv,FALSE,TRUE,,https://www.wikidata.org/wiki/Q201788
http://www.wikidata.org/entity/Q309,history,26,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06165265-n,history,the discipline that records and interprets past events involving human beings; he teaches Medieval history; history takes the long view,manual_review_multi.csv,FALSE,TRUE,Secondary,
http://www.wikidata.org/entityQ2719946,"concubine, concubina, concubinus",26,https://en-word.net/id/oewn-09971872-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q12547146,immigrant,26,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10219108-n,immigrant,a person who comes to a country where they were not born in order to settle there,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q707492,"military chief of staff, chief of staff",26,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09936672-n,chief of staff,the senior officer of a service of the armed forces,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2308103,mountain man,26,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10132841-n,"backwoodsman, frontiersman, mountain man",a man who lives on the frontier,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q489933,"dental assistant, dental assistants",24,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10023444-n,dental assistant,an assistant to a dentist,manual_review_multi.csv,TRUE,FALSE,,
