Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
genus,Limulus,type genus of the family Limulidae,https://en-word.net/id/oewn-01790334-n,genus,Limulus,genus of horseshoe crabs,https://www.wikidata.org/entity/Q2104567,Exact,TRUE,
genus,Tachypleus,a genus of Limulidae,https://en-word.net/id/oewn-01790798-n,genus,Tachypleus,genus of horseshoe crabs,https://www.wikidata.org/entity/Q1929002,Exact,TRUE,
order,Eurypterida,extinct aquatic arthropods of the Paleozoic,https://en-word.net/id/oewn-01791061-n,order,Eurypterida,order of arthropods (fossil),https://www.wikidata.org/entity/Q19436,Exact,TRUE,
order,Galliformes,"pheasants, turkeys, grouse, partridges, quails, chickens, brush turkeys, curassows, hoatzins",https://en-word.net/id/oewn-01791705-n,order,Galliformes,order of birds,https://www.wikidata.org/entity/Q21659,Exact,TRUE,
genus,Gallus,common domestic birds and related forms,https://en-word.net/id/oewn-01793584-n,genus,Gallus,genus of birds,https://www.wikidata.org/entity/Q222951,Exact,TRUE,
family,Meleagrididae,turkeys and some extinct forms,https://en-word.net/id/oewn-01796459-n,family,Meleagrididae,family of birds,https://www.wikidata.org/entity/Q11777078,Exact,TRUE,
genus,Meleagris,type genus of the Meleagrididae: wild and domestic turkeys,https://en-word.net/id/oewn-01796629-n,genus,Meleagris,genus of large ground-feeding birds native to the Americas,https://www.wikidata.org/entity/Q43794,Exact,TRUE,
genus,Agriocharis,a genus of birds of the family Meleagrididae including the ocellated turkey,https://en-word.net/id/oewn-01797101-n,genus,Agriocharis,genus of birds,https://www.wikidata.org/entity/Q127565572,Exact,TRUE,
genus,Lyrurus,black grouse,https://en-word.net/id/oewn-01798066-n,genus,Lyrurus,genus of birds,https://www.wikidata.org/entity/Q728995,Exact,TRUE,
genus,Lagopus,ptarmigans,https://en-word.net/id/oewn-01798863-n,genus,Lagopus,genus of birds in the grouse subfamily,https://www.wikidata.org/entity/Q162029,Exact,TRUE,
genus,Tetrao,type genus of the Tetraonidae: capercaillies,https://en-word.net/id/oewn-01799511-n,genus,Tetrao,genus of birds,https://www.wikidata.org/entity/Q756174,Exact,TRUE,
genus,Canachites,spruce grouse,https://en-word.net/id/oewn-01799821-n,genus,Canachites,genus of birds,https://www.wikidata.org/entity/Q117243536,Exact,TRUE,
genus,Centrocercus,sage grouse,https://en-word.net/id/oewn-01800113-n,genus,Centrocercus,genus of birds,https://www.wikidata.org/entity/Q814693,Exact,TRUE,
genus,Bonasa,ruffed grouse,https://en-word.net/id/oewn-01800408-n,genus,Bonasa,genus of birds,https://www.wikidata.org/entity/Q10740725,Exact,TRUE,
genus,Tympanuchus,prairie chickens,https://en-word.net/id/oewn-01800993-n,genus,Tympanuchus,genus of birds,https://www.wikidata.org/entity/Q1463540,Exact,TRUE,
family,Cracidae,"curassows, guans, chachalacas",https://en-word.net/id/oewn-01801727-n,family,Cracidae,family of birds,https://www.wikidata.org/entity/Q725342,Exact,TRUE,
genus,Crax,type genus of the Cracidae: curassows,https://en-word.net/id/oewn-01802181-n,genus,Crax,genus of birds,https://www.wikidata.org/entity/Q869569,Exact,TRUE,
genus,Penelope,a genus of guans (turkey-like arboreal birds valued as game and food birds),https://en-word.net/id/oewn-01802517-n,genus,Penelope,genus of birds,https://www.wikidata.org/entity/Q1071983,Exact,TRUE,
genus,Pipile,genus of large crested guans (the piping guans),https://en-word.net/id/oewn-01802683-n,genus,Pipile,genus of birds,https://www.wikidata.org/entity/Q2415068,Exact,TRUE,
genus,Ortalis,chachalacas,https://en-word.net/id/oewn-01802927-n,genus,Ortalis,genus of birds,https://www.wikidata.org/entity/Q777139,Conflict,TRUE,
genus,Ortalis,chachalacas,https://en-word.net/id/oewn-01802927-n,genus,Ortalis,historic genus of insects (later homonym),https://www.wikidata.org/entity/Q27661141,Conflict,FALSE,
family,Megapodiidae,megapodes,https://en-word.net/id/oewn-01803400-n,family,Megapodiidae,family of birds,https://www.wikidata.org/entity/Q213536,Exact,TRUE,
genus,Leipoa,mallee fowl,https://en-word.net/id/oewn-01804012-n,genus,Leipoa,genus of birds,https://www.wikidata.org/entity/Q4120496,Exact,TRUE,
genus,Alectura,brush turkeys,https://en-word.net/id/oewn-01804394-n,genus,Alectura,genus of birds,https://www.wikidata.org/entity/Q10731928,Exact,TRUE,
genus,Macrocephalon,maleos,https://en-word.net/id/oewn-01804674-n,genus,Macrocephalon,genus of birds,https://www.wikidata.org/entity/Q10789354,Exact,TRUE,
family,Phasianidae,"pheasants, quails, partridges",https://en-word.net/id/oewn-01804950-n,family,Phasianidae,family of birds,https://www.wikidata.org/entity/Q26375,Exact,TRUE,
genus,Phasianus,type genus of the Phasianidae: the typical pheasants,https://en-word.net/id/oewn-01805536-n,genus,Phasianus,genus of birds,https://www.wikidata.org/entity/Q737426,Exact,TRUE,
genus,Afropavo,Congo peafowl,https://en-word.net/id/oewn-01806189-n,genus,Afropavo,genus of birds,https://www.wikidata.org/entity/Q10730907,Exact,TRUE,
genus,Argusianus,argus pheasants,https://en-word.net/id/oewn-01806405-n,genus,Argusianus,genus of birds,https://www.wikidata.org/entity/Q2718257,Exact,TRUE,
genus,Chrysolophus,golden pheasants,https://en-word.net/id/oewn-01806670-n,genus,Chrysolophus,genus of birds,https://www.wikidata.org/entity/Q179112,Exact,TRUE,
genus,Colinus,the bobwhites (Colinus),https://en-word.net/id/oewn-01806981-n,genus,Colinus,genus of birds,https://www.wikidata.org/entity/Q868271,Exact,TRUE,
genus,Coturnix,Old World quail,https://en-word.net/id/oewn-01807437-n,genus,Coturnix,genus of quail,https://www.wikidata.org/entity/Q1869243,Exact,TRUE,
genus,Lophophorus,monals,https://en-word.net/id/oewn-01807840-n,genus,Lophophorus,genus of birds,https://www.wikidata.org/entity/Q569957,Exact,TRUE,
genus,Odontophorus,genus of Central and South American crested partridges resembling quails; sometimes placed in a distinct subfamily or isolated in a distinct family,https://en-word.net/id/oewn-01808087-n,genus,Odontophorus,genus of birds,https://www.wikidata.org/entity/Q1080907,Conflict,TRUE,
genus,Odontophorus,genus of Central and South American crested partridges resembling quails; sometimes placed in a distinct subfamily or isolated in a distinct family,https://en-word.net/id/oewn-01808087-n,genus,Odontophorus,genus of plants,https://www.wikidata.org/entity/Q3349345,Conflict,FALSE,
genus,Pavo,peafowl,https://en-word.net/id/oewn-01808333-n,genus,Pavo,genus of birds,https://www.wikidata.org/entity/Q3917160,Exact,TRUE,
genus,Tragopan,a genus of Phasianidae,https://en-word.net/id/oewn-01809625-n,genus,Tragopan,genus of birds,https://www.wikidata.org/entity/Q838744,Exact,TRUE,
genus,Perdix,a genus of Perdicinae,https://en-word.net/id/oewn-01810342-n,genus,Perdix,genus of birds,https://www.wikidata.org/entity/Q732487,Exact,TRUE,
genus,Alectoris,a genus of Perdicidae,https://en-word.net/id/oewn-01810629-n,genus,Alectoris,genus of birds,https://www.wikidata.org/entity/Q526626,Exact,TRUE,
genus,Oreortyx,mountain quail of western United States,https://en-word.net/id/oewn-01811088-n,genus,Oreortyx,genus of birds,https://www.wikidata.org/entity/Q10803028,Exact,TRUE,
genus,Numida,guinea fowl,https://en-word.net/id/oewn-01811630-n,genus,Numida,genus of birds,https://www.wikidata.org/entity/Q16724410,Exact,TRUE,
family,Opisthocomidae,comprising the hoatzins,https://en-word.net/id/oewn-01812087-n,family,Opisthocomidae,family of birds,https://www.wikidata.org/entity/Q942816,Exact,TRUE,
genus,Opisthocomus,type genus of the Opisthocomidae: hoatzins,https://en-word.net/id/oewn-01812233-n,genus,Opisthocomus,genus of birds,https://www.wikidata.org/entity/Q17190683,Exact,TRUE,
order,Tinamiformes,coextensive with the family Tinamidae,https://en-word.net/id/oewn-01812618-n,order,Tinamiformes,order of birds,https://www.wikidata.org/entity/Q12355980,Exact,TRUE,
family,Tinamidae,comprising the tinamous,https://en-word.net/id/oewn-01812773-n,family,Tinamidae,family of birds,https://www.wikidata.org/entity/Q19172,Exact,TRUE,
order,Columbiformes,"sand grouse, pigeons, doves, extinct dodos and solitaires",https://en-word.net/id/oewn-01813107-n,order,Columbiformes,order of birds,https://www.wikidata.org/entity/Q28078,Exact,TRUE,
family,Raphidae,extinct dodos and solitaires,https://en-word.net/id/oewn-01813587-n,family,Raphidae,family of birds,https://www.wikidata.org/entity/Q551092,Exact,TRUE,
genus,Raphus,type genus of the Raphidae: dodos,https://en-word.net/id/oewn-01813745-n,genus,Raphus,genus of birds,https://www.wikidata.org/entity/Q10811276,Exact,TRUE,
genus,Pezophaps,constituted by the extinct solitaire,https://en-word.net/id/oewn-01814035-n,genus,Pezophaps,genus of birds,https://www.wikidata.org/entity/Q21446278,Exact,TRUE,
family,Columbidae,doves and pigeons,https://en-word.net/id/oewn-01814323-n,family,Columbidae,family of birds,https://www.wikidata.org/entity/Q10856,Exact,TRUE,
genus,Columba,type genus of the Columbidae: typical pigeons,https://en-word.net/id/oewn-01815112-n,genus,Columba,genus of pigeons,https://www.wikidata.org/entity/Q209239,Exact,TRUE,
genus,Streptopelia,turtledoves,https://en-word.net/id/oewn-01815897-n,genus,Streptopelia,genus of birds of the family Columbidae,https://www.wikidata.org/entity/Q30944,Exact,TRUE,
genus,Ectopistes,a extinct genus including passenger pigeons,https://en-word.net/id/oewn-01817776-n,genus,Ectopistes,genus of pigeons,https://www.wikidata.org/entity/Q8424076,Exact,TRUE,
genus,Pterocles,type genus of the Pteroclididae,https://en-word.net/id/oewn-01818496-n,genus,Pterocles,genus of birds,https://www.wikidata.org/entity/Q2271534,Exact,TRUE,
genus,Syrrhaptes,a genus of Pteroclididae,https://en-word.net/id/oewn-01818977-n,genus,Syrrhaptes,genus of birds,https://www.wikidata.org/entity/Q1874877,Exact,TRUE,
order,Psittaciformes,an order of birds including parrots and amazons and cockatoos and lorikeets and lories and macaws and parakeets,https://en-word.net/id/oewn-01819276-n,order,Psittaciformes,order of birds,https://www.wikidata.org/entity/Q31431,Exact,TRUE,
family,Psittacidae,coextensive with the order Psittaciformes,https://en-word.net/id/oewn-01820065-n,family,Psittacidae,family of birds,https://www.wikidata.org/entity/Q8327,Exact,TRUE,
genus,Psittacus,type genus of the Psittacidae: usually restricted to the African grey,https://en-word.net/id/oewn-01820413-n,genus,Psittacus,genus of birds,https://www.wikidata.org/entity/Q10809423,Exact,TRUE,
genus,Amazona,"a genus of Psittacidae, containing the Amazon parrots (Amazona)",https://en-word.net/id/oewn-01820810-n,genus,Amazona,genus of birds,https://www.wikidata.org/entity/Q456513,Exact,TRUE,
genus,Ara,macaws,https://en-word.net/id/oewn-01821050-n,genus,Ara,genus of birds,https://www.wikidata.org/entity/Q213984,Exact,TRUE,
genus,Nestor,"a genus of Psittacidae containing two extant parrot species from New Zealand and two extinct parrot species from Norfolk Island, Australia and Chatham Island, New Zealand, respectively (Nestor)",https://en-word.net/id/oewn-01821345-n,genus,Nestor,genus of the parrot family Nestoridae,https://www.wikidata.org/entity/Q508474,Exact,TRUE,
genus,Cacatua,"a genus of Psittacidae containing the cockatoos, found from the Philippines and Wallacea east to the Solomon Islands and south to Australia (Kakatoe, Cacatua)",https://en-word.net/id/oewn-01821600-n,genus,Cacatua,genus of birds,https://www.wikidata.org/entity/Q827257,Exact,TRUE,
genus,Nymphicus,"a genus of Psittacidae containing the cockatiel, quarrion, or weiro (Nymphicus)",https://en-word.net/id/oewn-01822241-n,genus,Nymphicus,genus of birds,https://www.wikidata.org/entity/Q10801919,Exact,TRUE,
genus,Agapornis,"a genus of Psittacidae, containing the lovebirds (Agapornis)",https://en-word.net/id/oewn-01822559-n,genus,Agapornis,genus of birds,https://www.wikidata.org/entity/Q515217,Exact,TRUE,
genus,Glossopsitta,"a genus of Loriinae, containing parrots native to Australia (Glossopsitta)",https://en-word.net/id/oewn-01823305-n,genus,Glossopsitta,genus of parrot,https://www.wikidata.org/entity/Q960637,Exact,TRUE,
genus,Trichoglossus,"a genus of Loriinae, containing the lorikeets (Trichoglossus)",https://en-word.net/id/oewn-01823578-n,genus,Trichoglossus,genus of lorikeet,https://www.wikidata.org/entity/Q921139,Exact,TRUE,
genus,Conuropsis,a genus of Psittacidae which contains the Central and South American macaws (Conuropsis),https://en-word.net/id/oewn-01824059-n,genus,Conuropsis,genus of birds,https://www.wikidata.org/entity/Q10749858,Exact,TRUE,
genus,Melopsittacus,"a genus of Psittacidae, containing the budgerigar, common pet parakeet, or shell parakeet (Melopsittacus)",https://en-word.net/id/oewn-01824368-n,genus,Melopsittacus,genus of birds,https://www.wikidata.org/entity/Q10792667,Exact,TRUE,
genus,Psittacula,"a genus of Psittacidae, commonly known as Afro-Asian ringnecked parakeets (Psittacula)",https://en-word.net/id/oewn-01824805-n,genus,Psittacula,genus of birds,https://www.wikidata.org/entity/Q518087,Exact,TRUE,
order,Cuculiformes,"cuckoos, touracos, etc.",https://en-word.net/id/oewn-01825064-n,order,Cuculiformes,order of birds,https://www.wikidata.org/entity/Q183364,Exact,TRUE,
family,Cuculidae,"includes cuckoo, ani, roadrunner",https://en-word.net/id/oewn-01825414-n,family,Cuculidae,family of birds,https://www.wikidata.org/entity/Q26381,Exact,TRUE,
genus,Cuculus,type genus of the Cuculidae,https://en-word.net/id/oewn-01825920-n,genus,Cuculus,genus of birds,https://www.wikidata.org/entity/Q746658,Exact,TRUE,
genus,Coccyzus,a genus of Cuculidae containing cuckoos which live in the Americas (Coccyzus),https://en-word.net/id/oewn-01826251-n,genus,Coccyzus,genus of birds,https://www.wikidata.org/entity/Q592593,Exact,TRUE,
genus,Geococcyx,roadrunners,https://en-word.net/id/oewn-01826553-n,genus,Geococcyx,genus of birds,https://www.wikidata.org/entity/Q1452250,Exact,TRUE,
genus,Crotophaga,ani,https://en-word.net/id/oewn-01826868-n,genus,Crotophaga,genus of birds,https://www.wikidata.org/entity/Q548753,Exact,TRUE,
genus,Centropus,"a genus of Cuculidae, commonly known as coucals (Centropus)",https://en-word.net/id/oewn-01827084-n,genus,Centropus,genus of birds,https://www.wikidata.org/entity/Q657775,Exact,TRUE,
family,Musophagidae,touracos,https://en-word.net/id/oewn-01827650-n,family,Musophagidae,family of birds,https://www.wikidata.org/entity/Q213827,Exact,TRUE,
genus,Musophaga,type genus of the Musophagidae,https://en-word.net/id/oewn-01827796-n,genus,Musophaga,genus of birds,https://www.wikidata.org/entity/Q1088551,Exact,TRUE,
order,Coraciiformes,"a group of usually colorful birds including rollers, kingfishers, hornbills, hoopoes, motmots, bee eaters, and todies",https://en-word.net/id/oewn-01828058-n,order,Coraciiformes,order of birds,https://www.wikidata.org/entity/Q484131,Exact,TRUE,
family,Coraciidae,rollers,https://en-word.net/id/oewn-01828864-n,family,Coraciidae,family of small birds,https://www.wikidata.org/entity/Q44245,Exact,TRUE,
genus,Coracias,type genus of the Coraciidae,https://en-word.net/id/oewn-01829183-n,genus,Coracias,genus of birds,https://www.wikidata.org/entity/Q44617,Exact,TRUE,
family,Alcedinidae,kingfishers,https://en-word.net/id/oewn-01829639-n,family,Alcedinidae,family of birds,https://www.wikidata.org/entity/Q8154335,Exact,TRUE,
genus,Alcedo,type genus of the Alcedinidae,https://en-word.net/id/oewn-01830299-n,genus,Alcedo,genus of birds,https://www.wikidata.org/entity/Q583551,Exact,TRUE,
genus,Ceryle,a genus of birds of the family Alcedinidae,https://en-word.net/id/oewn-01830589-n,genus,Ceryle,genus of birds,https://www.wikidata.org/entity/Q10745257,Exact,TRUE,
genus,Dacelo,Australasian kingfishers,https://en-word.net/id/oewn-01830908-n,genus,Dacelo,genus of birds,https://www.wikidata.org/entity/Q340041,Exact,TRUE,
genus,Halcyon,a large kingfisher widely distributed in warmer parts of the Old World,https://en-word.net/id/oewn-01831038-n,genus,Halcyon,genus of birds,https://www.wikidata.org/entity/Q371767,Exact,TRUE,
family,Meropidae,bee-eaters,https://en-word.net/id/oewn-01831355-n,family,Meropidae,family of birds,https://www.wikidata.org/entity/Q183147,Exact,TRUE,
genus,Merops,type genus of the Meropidae,https://en-word.net/id/oewn-01831497-n,genus,Merops,genus of birds of the family Meropidae,https://www.wikidata.org/entity/Q269203,Exact,TRUE,
family,Bucerotidae,hornbills,https://en-word.net/id/oewn-01831784-n,family,Bucerotidae,family of birds in the order Bucerotiformes,https://www.wikidata.org/entity/Q26773,Exact,TRUE,
genus,Buceros,type genus of the family Bucerotidae,https://en-word.net/id/oewn-01831929-n,genus,Buceros,genus of hornbills,https://www.wikidata.org/entity/Q850627,Exact,TRUE,
family,Upupidae,hoopoes,https://en-word.net/id/oewn-01832243-n,family,Upupidae,monotypic family of birds,https://www.wikidata.org/entity/Q20977,Exact,TRUE,
