Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
genus,Compsognathus,a reptile genus of Theropoda,https://en-word.net/id/oewn-01717045-n,genus,Compsognathus,genus of Jurassic theropods,https://www.wikidata.org/entity/Q130880,Exact,TRUE,
genus,Herrerasaurus,primitive theropod found in Argentina; early Triassic; its name means ‘Herrera's lizard’ after the rancher who discovered the first specimen (Herrerasaurus),https://en-word.net/id/oewn-01717327-n,genus,Herrerasaurus,extinct genus of reptiles,https://www.wikidata.org/entity/Q131014,Exact,TRUE,
genus,Eoraptor,"primitive theropod found in Argentina; early Triassic; its name is derived from the Greek word Eos, meaning ‘dawn’ (Eoraptor)",https://en-word.net/id/oewn-01717623-n,genus,Eoraptor,genus of reptiles (fossil),https://www.wikidata.org/entity/Q130988,Exact,TRUE,
family,Megalosauridae,megalosaurs,https://en-word.net/id/oewn-01717890-n,family,Megalosauridae,extinct family of theropod dinosaurs,https://www.wikidata.org/entity/Q131632,Exact,TRUE,
genus,Megalosaurus,type genus of the Megalosauridae,https://en-word.net/id/oewn-01718024-n,genus,Megalosaurus,extinct genus of theropod dinosaurs,https://www.wikidata.org/entity/Q131056,Exact,TRUE,
genus,Struthiomimus,small toothless saurischian dinosaurs; later Cretaceous period in Canada,https://en-word.net/id/oewn-01718763-n,genus,Struthiomimus,genus of reptiles (fossil),https://www.wikidata.org/entity/Q310535,Exact,TRUE,
genus,Deinocheirus,a reptile genus of Ornithomimida,https://en-word.net/id/oewn-01719100-n,genus,Deinocheirus,genus of reptiles (fossil),https://www.wikidata.org/entity/Q131142,Exact,TRUE,
genus,Velociraptor,"a genus of advanced carnivorous theropod, containing the species V. mongoliensis and V. osmolskae (Velociraptor)",https://en-word.net/id/oewn-01719976-n,genus,Velociraptor,extinct genus of theropod dinosaur belonging to the Dromaeosaurs,https://www.wikidata.org/entity/Q14403,Exact,TRUE,
family,Dromaeosauridae,swift-running bipedal dinosaurs,https://en-word.net/id/oewn-01720307-n,family,Dromaeosauridae,Family of feathered theropod dinosaurs,https://www.wikidata.org/entity/Q130995,Exact,TRUE,
genus,Deinonychus,"genus of advanced bipedal carnivorous dinosaur, containing the single species Deinonychus antirrhopus (Deinonychus)",https://en-word.net/id/oewn-01720598-n,genus,Deinonychus,extinct genus of dromaeosaurs,https://www.wikidata.org/entity/Q14405,Exact,TRUE,
genus,Utahraptor,"genus of advanced bipedal carnivorous dinosaur, containing the single species Utahraptor ostrommaysorum (Utahraptor)",https://en-word.net/id/oewn-01720917-n,genus,Utahraptor,genus of reptiles (fossil),https://www.wikidata.org/entity/Q131193,Exact,TRUE,
genus,Mononychus,authorities disagree over whether to classify the genus as bird or dinosaur,https://en-word.net/id/oewn-01721273-n,genus,Mononychus,genus of insects,https://www.wikidata.org/entity/Q14923398,Exact,FALSE,https://www.wikidata.org/wiki/Q131421
genus,Chronoperates,a reptile genus of Therapsida,https://en-word.net/id/oewn-01722758-n,genus,Chronoperates,genus of mammals,https://www.wikidata.org/entity/Q1941356,Exact,TRUE,
genus,Exaeretodon,a genus of reptiles of the division Cynodontia,https://en-word.net/id/oewn-01723508-n,genus,Exaeretodon,genus of mammals (fossil),https://www.wikidata.org/entity/Q1905071,Exact,TRUE,
genus,Ischigualastia,early reptile found in Argentina,https://en-word.net/id/oewn-01723910-n,genus,Ischigualastia,genus of mammals (fossil),https://www.wikidata.org/entity/Q1525591,Exact,TRUE,
order,Pelycosauria,edaphosaurus; dimetrodon,https://en-word.net/id/oewn-01724359-n,order,Pelycosauria,order of tetrapods,https://www.wikidata.org/entity/Q319520,Exact,TRUE,
family,Edaphosauridae,a family of reptiles of the order Pelycosauria,https://en-word.net/id/oewn-01724726-n,family,Edaphosauridae,family of tetrapods,https://www.wikidata.org/entity/Q987588,Exact,TRUE,
genus,Edaphosaurus,type genus of the Edaphosauridae,https://en-word.net/id/oewn-01724895-n,genus,Edaphosaurus,extinct genus of synapsids,https://www.wikidata.org/entity/Q131688,Exact,TRUE,
genus,Dimetrodon,a reptile genus of Pelycosauria,https://en-word.net/id/oewn-01725179-n,genus,Dimetrodon,extinct genus of synapsids,https://www.wikidata.org/entity/Q130869,Exact,TRUE,
order,Pterosauria,extinct flying reptiles: pterosaurs,https://en-word.net/id/oewn-01725469-n,order,Pterosauria,order of reptiles (fossil),https://www.wikidata.org/entity/Q179204,Exact,TRUE,
family,Pterodactylidae,a reptile family in the order Pterosauria,https://en-word.net/id/oewn-01725900-n,family,Pterodactylidae,family of pterosaurs,https://www.wikidata.org/entity/Q21446884,Exact,TRUE,
genus,Pterodactylus,a reptile genus of Pterodactylidae,https://en-word.net/id/oewn-01726066-n,genus,Pterodactylus,genus of short-tailed pterosaurs,https://www.wikidata.org/entity/Q309490,Exact,TRUE,
order,Thecodontia,extinct terrestrial reptiles having teeth set in sockets; of the late Permian to Triassic,https://en-word.net/id/oewn-01726319-n,order,Thecodontia,order of reptiles,https://www.wikidata.org/entity/Q1423451,Exact,TRUE,
order,Ichthyosauria,extinct marine reptiles: ichthyosaurs,https://en-word.net/id/oewn-01726696-n,order,Ichthyosauria,order of reptiles (fossil),https://www.wikidata.org/entity/Q194515,Exact,TRUE,
family,Ichthyosauridae,later ichthyosaurs of the Jurassic and Cretaceous; widely distributed in both hemispheres,https://en-word.net/id/oewn-01727111-n,family,Ichthyosauridae,family of reptiles (fossil),https://www.wikidata.org/entity/Q1095663,Exact,TRUE,
genus,Ichthyosaurus,type genus of the Ichthyosauridae,https://en-word.net/id/oewn-01727344-n,genus,Ichthyosaurus,extinct genus of ichthyosaurs,https://www.wikidata.org/entity/Q131565,Exact,TRUE,
genus,Stenopterygius,a reptile genus of Ichthyosauridae,https://en-word.net/id/oewn-01727588-n,genus,Stenopterygius,genus of reptiles (fossil),https://www.wikidata.org/entity/Q134608,Exact,TRUE,
genus,Plesiosaurus,a reptile genus of suborder Plesiosauria,https://en-word.net/id/oewn-01728211-n,genus,Plesiosaurus,genus of reptiles (fossil),https://www.wikidata.org/entity/Q857081,Exact,TRUE,
genus,Nothosaurus,a genus of Nothosauria,https://en-word.net/id/oewn-01728720-n,genus,Nothosaurus,"extinct genus of sauropterygian reptile, Triassic period",https://www.wikidata.org/entity/Q910989,Exact,TRUE,
family,Colubridae,nonvenomous snakes; about two-thirds of all living species,https://en-word.net/id/oewn-01729601-n,family,Colubridae,family of reptiles,https://www.wikidata.org/entity/Q182751,Exact,TRUE,
genus,Carphophis,thunder snake,https://en-word.net/id/oewn-01731086-n,genus,Carphophis,genus of reptiles,https://www.wikidata.org/entity/Q2940134,Exact,TRUE,
genus,Diadophis,a genus of reptiles of the family Colubridae including ringneck snakes,https://en-word.net/id/oewn-01731379-n,genus,Diadophis,genus of reptiles,https://www.wikidata.org/entity/Q14427058,Exact,TRUE,
genus,Heterodon,a genus of small colubrid snakes containing the North American hognose snakes,https://en-word.net/id/oewn-01731774-n,genus,Heterodon,genus of reptiles,https://www.wikidata.org/entity/Q2698783,Conflict,TRUE,
genus,Heterodon,a genus of small colubrid snakes containing the North American hognose snakes,https://en-word.net/id/oewn-01731774-n,genus,Heterodon,genus of Bryopsida,https://www.wikidata.org/entity/Q17305355,Conflict,FALSE,
genus,Phyllorhynchus,leaf-nosed snakes,https://en-word.net/id/oewn-01732174-n,genus,Phyllorhynchus,genus of reptiles,https://www.wikidata.org/entity/Q511283,Exact,TRUE,
genus,Opheodrys,North American green snakes,https://en-word.net/id/oewn-01732479-n,genus,Opheodrys,genus of reptiles,https://www.wikidata.org/entity/Q783773,Exact,TRUE,
genus,Coluber,racers,https://en-word.net/id/oewn-01733320-n,genus,Coluber,genus of reptiles,https://www.wikidata.org/entity/Q226788,Exact,TRUE,
genus,Masticophis,whip snakes,https://en-word.net/id/oewn-01734059-n,genus,Masticophis,genus of reptiles,https://www.wikidata.org/entity/Q2578729,Exact,TRUE,
genus,Elaphe,North American rat snakes,https://en-word.net/id/oewn-01735086-n,genus,Elaphe,genus of reptiles,https://www.wikidata.org/entity/Q1924850,Exact,TRUE,
genus,Ptyas,Asian rat snakes,https://en-word.net/id/oewn-01735735-n,genus,Ptyas,genus of reptiles,https://www.wikidata.org/entity/Q2326607,Exact,TRUE,
genus,Arizona,glossy snake,https://en-word.net/id/oewn-01735987-n,genus,Arizona,genus of reptiles,https://www.wikidata.org/entity/Q14089080,Exact,TRUE,
genus,Pituophis,bull snakes,https://en-word.net/id/oewn-01736275-n,genus,Pituophis,genus of reptiles,https://www.wikidata.org/entity/Q1992326,Exact,TRUE,
genus,Lampropeltis,king snakes and milk snakes,https://en-word.net/id/oewn-01736914-n,genus,Lampropeltis,genus of reptiles,https://www.wikidata.org/entity/Q1364033,Conflict,FALSE,
genus,Lampropeltis,king snakes and milk snakes,https://en-word.net/id/oewn-01736914-n,genus,Lampropeltis,,https://www.wikidata.org/entity/Q107272983,Conflict,FALSE,
genus,Thamnophis,garter snakes,https://en-word.net/id/oewn-01737703-n,genus,Thamnophis,,https://www.wikidata.org/entity/Q107272992,Conflict,FALSE,
genus,Thamnophis,garter snakes,https://en-word.net/id/oewn-01737703-n,genus,Thamnophis,genus of reptiles,https://www.wikidata.org/entity/Q1149509,Conflict,TRUE,
genus,Tropidoclonion,lined snakes,https://en-word.net/id/oewn-01738539-n,genus,Tropidoclonion,genus of reptiles,https://www.wikidata.org/entity/Q5082984,Exact,TRUE,
genus,Sonora,a genus of colubrid snakes commonly referred to as ground snakes (Sonora),https://en-word.net/id/oewn-01738897-n,genus,Sonora,genus of reptiles,https://www.wikidata.org/entity/Q3490685,Exact,TRUE,
genus,Virginia,ground snakes,https://en-word.net/id/oewn-01739210-n,genus,Virginia,genus of reptiles,https://www.wikidata.org/entity/Q290763,Conflict,TRUE,
genus,Virginia,ground snakes,https://en-word.net/id/oewn-01739210-n,genus,Virginia,genus of algae,https://www.wikidata.org/entity/Q25661258,Conflict,FALSE,
genus,Natrix,water snakes; a cosmopolitan genus,https://en-word.net/id/oewn-01739838-n,genus,Natrix,genus of snakes,https://www.wikidata.org/entity/Q955683,Exact,TRUE,
genus,Nerodia,North American water snakes,https://en-word.net/id/oewn-01739997-n,genus,Nerodia,genus of reptiles,https://www.wikidata.org/entity/Q2704281,Exact,TRUE,
genus,Storeria,a genus of Colubridae containing three species of brown snake and the redbelly snake (Storeria),https://en-word.net/id/oewn-01740816-n,genus,Storeria,genus of reptiles,https://www.wikidata.org/entity/Q310717,Exact,TRUE,
genus,Chilomeniscus,sand snakes,https://en-word.net/id/oewn-01741111-n,genus,Chilomeniscus,genus of reptiles,https://www.wikidata.org/entity/Q2667832,Exact,TRUE,
genus,Tantilla,black-headed snakes,https://en-word.net/id/oewn-01741606-n,genus,Tantilla,genus of reptiles,https://www.wikidata.org/entity/Q2345428,Exact,TRUE,
genus,Oxybelis,vine snakes,https://en-word.net/id/oewn-01741901-n,genus,Oxybelis,genus of reptiles,https://www.wikidata.org/entity/Q2400600,Exact,TRUE,
genus,Trimorphodon,lyre snakes,https://en-word.net/id/oewn-01742159-n,genus,Trimorphodon,genus of reptiles,https://www.wikidata.org/entity/Q740763,Exact,TRUE,
genus,Hypsiglena,night snakes,https://en-word.net/id/oewn-01742646-n,genus,Hypsiglena,genus of reptiles,https://www.wikidata.org/entity/Q3022965,Exact,TRUE,
family,Typhlopidae,blind snakes,https://en-word.net/id/oewn-01742924-n,family,Typhlopidae,family of reptiles,https://www.wikidata.org/entity/Q664781,Exact,TRUE,
family,Leptotyphlopidae,slender blind snakes or thread snakes (Leptotyphlopidae),https://en-word.net/id/oewn-01743034-n,family,Leptotyphlopidae,family of snakes,https://www.wikidata.org/entity/Q339827,Exact,TRUE,
genus,Leptotyphlops,blind snakes of Asia and Africa and Americas,https://en-word.net/id/oewn-01743362-n,genus,Leptotyphlops,genus of reptiles,https://www.wikidata.org/entity/Q2630951,Exact,TRUE,
genus,Drymarchon,a genus of Colubridae containing the indigo snakes (Drymarchon),https://en-word.net/id/oewn-01743757-n,genus,Drymarchon,genus of reptiles,https://www.wikidata.org/entity/Q2363493,Exact,TRUE,
family,Boidae,boas and pythons,https://en-word.net/id/oewn-01744385-n,family,Boidae,family of snakes,https://www.wikidata.org/entity/Q45556,Exact,TRUE,
genus,Charina,a genus of boas of western North America containing the rosy boas or rubber boas (Charina),https://en-word.net/id/oewn-01744951-n,genus,Charina,,https://www.wikidata.org/entity/Q104767273,Conflict,FALSE,
genus,Charina,a genus of boas of western North America containing the rosy boas or rubber boas (Charina),https://en-word.net/id/oewn-01744951-n,genus,Charina,genus of reptiles,https://www.wikidata.org/entity/Q1023539,Conflict,TRUE,
genus,Lichanura,boas of western North America,https://en-word.net/id/oewn-01745321-n,genus,Lichanura,genus of reptiles,https://www.wikidata.org/entity/Q14423602,Exact,TRUE,
genus,Eunectes,anacondas,https://en-word.net/id/oewn-01745608-n,genus,Eunectes,genus of snakes,https://www.wikidata.org/entity/Q188622,Conflict,TRUE,
genus,Eunectes,anacondas,https://en-word.net/id/oewn-01745608-n,genus,Eunectes,genus of snakes,https://www.wikidata.org/entity/Q119443221,Conflict,FALSE,
family,Pythonidae,in some classifications a family separate from Boidae comprising Old World boas,https://en-word.net/id/oewn-01746090-n,family,Pythonidae,family of snakes,https://www.wikidata.org/entity/Q184018,Exact,TRUE,
genus,Python,Old World boas,https://en-word.net/id/oewn-01746428-n,genus,Python,genus of reptiles,https://www.wikidata.org/entity/Q271218,Exact,TRUE,
family,Elapidae,"cobras, kraits, mambas, coral snakes, Australian taipan and tiger snakes",https://en-word.net/id/oewn-01747298-n,family,Elapidae,family of reptiles,https://www.wikidata.org/entity/Q186554,Exact,TRUE,
genus,Micrurus,coral snakes,https://en-word.net/id/oewn-01748421-n,genus,Micrurus,genus of reptiles,https://www.wikidata.org/entity/Q2075952,Exact,TRUE,
genus,Micruroides,a monotypic genus containing only the western coral snake,https://en-word.net/id/oewn-01748704-n,genus,Micruroides,genus of reptiles,https://www.wikidata.org/entity/Q11779559,Exact,TRUE,
genus,Calliophis,Asian coral snakes,https://en-word.net/id/oewn-01749206-n,genus,Calliophis,genus of reptiles,https://www.wikidata.org/entity/Q194834,Conflict,TRUE,
genus,Callophis,Asian coral snakes,https://en-word.net/id/oewn-01749206-n,genus,Callophis,genus of reptiles,https://www.wikidata.org/entity/Q123019835,Conflict,FALSE,secondary
genus,Aspidelaps,African coral snakes,https://en-word.net/id/oewn-01749459-n,genus,Aspidelaps,genus of reptiles,https://www.wikidata.org/entity/Q169897,Exact,TRUE,
genus,Rhynchoelaps,Australian coral snakes,https://en-word.net/id/oewn-01749785-n,genus,Rhynchoelaps,genus of reptiles,https://www.wikidata.org/entity/Q56171665,Exact,TRUE,
genus,Denisonia,a genus of snakes known as De Vis banded snakes or mud adders (Denisonia),https://en-word.net/id/oewn-01750107-n,genus,Denisonia,genus of reptiles,https://www.wikidata.org/entity/Q195268,Conflict,TRUE,
genus,Denisonia,a genus of snakes known as De Vis banded snakes or mud adders (Denisonia),https://en-word.net/id/oewn-01750107-n,genus,Denisonia,genus of crustaceans,https://www.wikidata.org/entity/Q107261133,Conflict,FALSE,
genus,Denisonia,a genus of snakes known as De Vis banded snakes or mud adders (Denisonia),https://en-word.net/id/oewn-01750107-n,genus,Denisonia,plant genus,https://www.wikidata.org/entity/Q87239720,Conflict,FALSE,
genus,Naja,cobras,https://en-word.net/id/oewn-01750380-n,genus,Naja,genus of reptiles,https://www.wikidata.org/entity/Q220475,Exact,TRUE,
genus,Ophiophagus,king cobra,https://en-word.net/id/oewn-01751201-n,genus,Ophiophagus,genus of reptiles,https://www.wikidata.org/entity/Q14564444,Exact,TRUE,
genus,Hemachatus,ringhals,https://en-word.net/id/oewn-01751782-n,genus,Hemachatus,genus of reptiles,https://www.wikidata.org/entity/Q15148378,Exact,TRUE,
genus,Dendroaspis,mambas,https://en-word.net/id/oewn-01752069-n,genus,Dendroaspis,genus of reptiles,https://www.wikidata.org/entity/Q194425,Exact,TRUE,
genus,Acanthophis,Australian elapid snakes,https://en-word.net/id/oewn-01752668-n,genus,Acanthophis,genus of reptiles,https://www.wikidata.org/entity/Q195567,Exact,TRUE,
genus,Notechis,tiger snakes,https://en-word.net/id/oewn-01752956-n,genus,Notechis,genus of reptiles,https://www.wikidata.org/entity/Q169658,Exact,TRUE,
genus,Pseudechis,venomous Australian blacksnakes,https://en-word.net/id/oewn-01753239-n,genus,Pseudechis,genus of reptiles,https://www.wikidata.org/entity/Q195505,Exact,TRUE,
genus,Bungarus,kraits,https://en-word.net/id/oewn-01753561-n,genus,Bungarus,genus of snakes,https://www.wikidata.org/entity/Q752389,Exact,TRUE,
genus,Oxyuranus,taipans,https://en-word.net/id/oewn-01753994-n,genus,Oxyuranus,genus of reptiles,https://www.wikidata.org/entity/Q852348,Exact,TRUE,
family,Viperidae,Old World vipers,https://en-word.net/id/oewn-01754620-n,family,Viperidae,family of venomous snakes,https://www.wikidata.org/entity/Q163656,Exact,TRUE,
genus,Vipera,type genus of the Viperidae,https://en-word.net/id/oewn-01755074-n,genus,Vipera,genus of reptiles,https://www.wikidata.org/entity/Q662672,Exact,TRUE,
genus,Bitis,a genus of Viperidae,https://en-word.net/id/oewn-01755530-n,genus,Bitis,genus of venomous vipers native to Africa and the southern Arabian Peninsula,https://www.wikidata.org/entity/Q574527,Exact,TRUE,
genus,Cerastes,horned vipers,https://en-word.net/id/oewn-01755995-n,genus,Cerastes,genus of reptiles,https://www.wikidata.org/entity/Q73178,Exact,TRUE,
genus,Agkistrodon,"a genus of snakes commonly known as copperheads or moccasins (Ancistrodon, Agkistrodon)",https://en-word.net/id/oewn-01756831-n,genus,Agkistrodon,genus of venomous pit viper,https://www.wikidata.org/entity/Q1257508,Exact,TRUE,
genus,Crotalus,large rattlesnakes; seldom bite unless startled or pursuing prey,https://en-word.net/id/oewn-01757915-n,genus,Crotalus,genus of reptiles,https://www.wikidata.org/entity/Q463637,Exact,TRUE,
genus,Sistrurus,pygmy rattlesnakes,https://en-word.net/id/oewn-01760188-n,genus,Sistrurus,genus of reptiles,https://www.wikidata.org/entity/Q244198,Exact,TRUE,
genus,Bothrops,fer-de-lance,https://en-word.net/id/oewn-01760660-n,genus,Bothrops,genus of pit vipers endemic to Central and South America,https://www.wikidata.org/entity/Q468875,Exact,TRUE,
phylum,Arthropoda,"jointed-foot invertebrates: arachnids, crustaceans, insects, millipedes, centipedes",https://en-word.net/id/oewn-01769840-n,phylum,Arthropoda,phylum of invertebrates with jointed exoskeletons,https://www.wikidata.org/entity/Q1360,Exact,TRUE,
class,Arachnida,a large class of arthropods including spiders and ticks and scorpions and daddy longlegs; have four pairs of walking legs and no wings,https://en-word.net/id/oewn-01771610-n,class,Arachnida,class of arthropods,https://www.wikidata.org/entity/Q1358,Exact,TRUE,
order,Opiliones,harvestmen,https://en-word.net/id/oewn-01772276-n,order,Opiliones,order of arachnids,https://www.wikidata.org/entity/Q19116,Exact,TRUE,
family,Phalangiidae,a family of Phalangida,https://en-word.net/id/oewn-01772430-n,family,Phalangiidae,family of arachnids,https://www.wikidata.org/entity/Q136948,Exact,TRUE,
genus,Phalangium,type genus of the family Phalangiidae,https://en-word.net/id/oewn-01772571-n,genus,Phalangium,genus of plants in the class Equisetopsida,https://www.wikidata.org/entity/Q10349074,Conflict,FALSE,
genus,Phalangium,type genus of the family Phalangiidae,https://en-word.net/id/oewn-01772571-n,genus,Phalangium,genus of arachnids,https://www.wikidata.org/entity/Q747605,Conflict,TRUE,
order,Pseudoscorpionida,false scorpions,https://en-word.net/id/oewn-01773194-n,order,Pseudoscorpionida,order of arachnids,https://www.wikidata.org/entity/Q35135521,Conflict,FALSE,secondary
order,Pseudoscorpiones,false scorpions,https://en-word.net/id/oewn-01773194-n,order,Pseudoscorpiones,order of arachnids,https://www.wikidata.org/entity/Q19119,Conflict,TRUE,
genus,Chelifer,a genus of Chelonethida,https://en-word.net/id/oewn-01773608-n,genus,Chelifer,genus of arachnids,https://www.wikidata.org/entity/Q18511096,Exact,TRUE,
order,Uropygi,whip scorpions,https://en-word.net/id/oewn-01773887-n,order,Uropygi,order of arachnids,https://www.wikidata.org/entity/Q19135,Exact,TRUE,
genus,Mastigoproctus,giant whip scorpions,https://en-word.net/id/oewn-01774265-n,genus,Mastigoproctus,genus of arthropods,https://www.wikidata.org/entity/Q3298095,Exact,TRUE,
order,Araneida,spiders,https://en-word.net/id/oewn-01774607-n,order,Araneida,Suborder of arachnids,https://www.wikidata.org/entity/Q30587689,Conflict,FALSE,secondary
order,Araneae,spiders,https://en-word.net/id/oewn-01774607-n,order,Araneae,order of arachnids,https://www.wikidata.org/entity/Q1357,Conflict,TRUE,
family,Argiopidae,spiders that spin orb webs; cosmopolitan in distribution,https://en-word.net/id/oewn-01775423-n,family,Argiopidae,family of arachnids,https://www.wikidata.org/entity/Q33134055,Exact,TRUE,
genus,Argiope,the type genus of Argiopidae; small genus of orb-weaving spiders,https://en-word.net/id/oewn-01775626-n,genus,Argiope,genus of arachnids,https://www.wikidata.org/entity/Q862644,Conflict,TRUE,
genus,Argiope,the type genus of Argiopidae; small genus of orb-weaving spiders,https://en-word.net/id/oewn-01775626-n,genus,Argiope,genus of brachiopods,https://www.wikidata.org/entity/Q67201903,Conflict,FALSE,
genus,Araneus,a genus of orb-weaving spiders including common garden spiders and barn spiders,https://en-word.net/id/oewn-01775960-n,genus,Araneus,genus of spiders in the family Araneidae,https://www.wikidata.org/entity/Q1413947,Conflict,TRUE,
genus,Aranea,a genus of orb-weaving spiders including common garden spiders and barn spiders,https://en-word.net/id/oewn-01775960-n,genus,Aranea,genus of Arachnida,https://www.wikidata.org/entity/Q29024640,Conflict,FALSE,secondary
family,Theridiidae,a family of comb-footed spiders,https://en-word.net/id/oewn-01776571-n,family,Theridiidae,family of arachnids,https://www.wikidata.org/entity/Q12019,Exact,TRUE,
genus,Latrodectus,venomous spiders,https://en-word.net/id/oewn-01776893-n,genus,Latrodectus,genus of arachnids,https://www.wikidata.org/entity/Q385932,Exact,TRUE,
family,Theraphosidae,large tropical spiders; tarantulas,https://en-word.net/id/oewn-01777236-n,family,Theraphosidae,family of arachnids,https://www.wikidata.org/entity/Q213383,Exact,TRUE,
family,Lycosidae,wolf spiders,https://en-word.net/id/oewn-01777559-n,family,Lycosidae,family of spiders,https://www.wikidata.org/entity/Q10627,Exact,TRUE,
genus,Lycosa,type genus of the family Lycosidae,https://en-word.net/id/oewn-01777871-n,genus,Lycosa,genus of wolf spiders (Lycosidae),https://www.wikidata.org/entity/Q13320847,Exact,TRUE,
family,Ctenizidae,large burrowing spiders,https://en-word.net/id/oewn-01778233-n,family,Ctenizidae,species of spider,https://www.wikidata.org/entity/Q8713,Exact,TRUE,
family,Ixodidae,hard ticks,https://en-word.net/id/oewn-01779187-n,family,Ixodidae,family of arachnids,https://www.wikidata.org/entity/Q1429304,Exact,TRUE,
genus,Ixodes,type genus of the family Ixodidae,https://en-word.net/id/oewn-01779673-n,genus,Ixodes,genus of arachnids,https://www.wikidata.org/entity/Q1951212,Exact,TRUE,
genus,Dermacentor,vectors of important diseases of man and animals,https://en-word.net/id/oewn-01781625-n,genus,Dermacentor,genus of arachnids,https://www.wikidata.org/entity/Q2714520,Exact,TRUE,
family,Argasidae,soft ticks,https://en-word.net/id/oewn-01781981-n,family,Argasidae,family of arachnids,https://www.wikidata.org/entity/Q640684,Exact,TRUE,
family,Acaridae,"mites, including some mole mites (e.g. the grain mite) (Acaridae)",https://en-word.net/id/oewn-01782667-n,family,Acaridae,family of arthropods,https://www.wikidata.org/entity/Q1931942,Exact,TRUE,
family,Trombidiidae,"mites, also known as red velvet mites or rain bugs (Trombidiidae)",https://en-word.net/id/oewn-01782943-n,family,Trombidiidae,family of arachnids,https://www.wikidata.org/entity/Q853453,Exact,TRUE,
family,Trombiculidae,"mites, also known as berry bugs, harvest mites, red bugs, scrub-itch mites and aoutas (Trombiculidae)",https://en-word.net/id/oewn-01783192-n,family,Trombiculidae,family of arachnids,https://www.wikidata.org/entity/Q7597354,Exact,TRUE,
genus,Trombicula,type genus of the family Trombiculidae,https://en-word.net/id/oewn-01783560-n,genus,Trombicula,genus of arachnids,https://www.wikidata.org/entity/Q14830884,Exact,TRUE,
family,Sarcoptidae,small whitish mites,https://en-word.net/id/oewn-01783915-n,family,Sarcoptidae,family of arachnids,https://www.wikidata.org/entity/Q3950491,Exact,TRUE,
genus,Sarcoptes,type genus of the family Sarcoptidae: itch mites,https://en-word.net/id/oewn-01784051-n,genus,Sarcoptes,genus of arachnids,https://www.wikidata.org/entity/Q7423622,Exact,TRUE,
genus,Acarus,any of several mites of the order Acarina,https://en-word.net/id/oewn-01784211-n,genus,Acarus,genus of Arachnida,https://www.wikidata.org/entity/Q4672155,Exact,TRUE,
family,Tetranychidae,plant-feeding mites,https://en-word.net/id/oewn-01784691-n,family,Tetranychidae,family of arthropods,https://www.wikidata.org/entity/Q676204,Exact,TRUE,
genus,Panonychus,a genus of Tetranychidae,https://en-word.net/id/oewn-01785019-n,genus,Panonychus,genus of arthropods,https://www.wikidata.org/entity/Q10616065,Exact,TRUE,
class,Pauropoda,an obscure class of minute arthropods with branched antennae and 8 to 10 pairs of legs,https://en-word.net/id/oewn-01785846-n,class,Pauropoda,class of arthropods,https://www.wikidata.org/entity/Q217512,Exact,TRUE,
class,Symphyla,small class of minute arthropods; unimportant except for the garden centipede,https://en-word.net/id/oewn-01786025-n,class,Symphyla,class of arthropods,https://www.wikidata.org/entity/Q244147,Exact,TRUE,
genus,Scutigerella,garden centipedes,https://en-word.net/id/oewn-01786212-n,genus,Scutigerella,genus of arthropods,https://www.wikidata.org/entity/Q6499188,Exact,TRUE,
class,Chilopoda,arthropods having the trunk composed of numerous somites each bearing one pair of legs: centipedes,https://en-word.net/id/oewn-01787068-n,class,Chilopoda,class of many-legged arthropods with elongated bodies,https://www.wikidata.org/entity/Q43447,Exact,TRUE,
family,Scutigeridae,a family of Chilopoda,https://en-word.net/id/oewn-01788033-n,family,Scutigeridae,family of arthropods,https://www.wikidata.org/entity/Q856136,Exact,TRUE,
genus,Scutigera,a genus of Scutigeridae,https://en-word.net/id/oewn-01788173-n,genus,Scutigera,genus of arthropods,https://www.wikidata.org/entity/Q3476556,Exact,TRUE,
order,Geophilomorpha,small elongate centipedes living in soil and under stones and having more than 30 pairs of legs,https://en-word.net/id/oewn-01788472-n,order,Geophilomorpha,order of arthropods,https://www.wikidata.org/entity/Q2664614,Exact,TRUE,
family,Geophilidae,small extremely elongate centipedes that live in earth,https://en-word.net/id/oewn-01788689-n,family,Geophilidae,family of myriapods,https://www.wikidata.org/entity/Q4039348,Exact,TRUE,
genus,Geophilus,type genus of the Geophilidae: a cosmopolitan genus of centipedes sometimes called earwigs,https://en-word.net/id/oewn-01788860-n,genus,Geophilus,genus of myriapods,https://www.wikidata.org/entity/Q4039347,Exact,TRUE,
class,Diplopoda,arthropods having the body composed of numerous double somites each with two pairs of legs: millipedes,https://en-word.net/id/oewn-01789043-n,class,Diplopoda,class of arthropods,https://www.wikidata.org/entity/Q167367,Exact,TRUE,
class,Merostomata,used in some classifications; includes the orders Xiphosura and Eurypterida,https://en-word.net/id/oewn-01789832-n,class,Merostomata,class of arthropods,https://www.wikidata.org/entity/Q19105,Exact,TRUE,
order,Xiphosura,horseshoe crabs and extinct forms,https://en-word.net/id/oewn-01790042-n,order,Xiphosura,order of marine chelicerates,https://www.wikidata.org/entity/Q19430,Exact,TRUE,
family,Limulidae,horseshoe crabs,https://en-word.net/id/oewn-01790187-n,family,Limulidae,family of arthropods,https://www.wikidata.org/entity/Q1329239,Exact,TRUE,
